Snack Name,Brand,Snack Category,Snack Type,Plant-Based,Units Sold (in Millions),Revenue (in Millions)
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.97,7.34
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,11.19,9.65
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.04,8.64
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.42,9.66
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,5.94,4.85
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.97,12.71
Snickers,Mars,Chocolate,Sweet,No,8.44,7.94
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.04,16.87
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.54,14.13
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.07,7.31
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,16.09,21.02
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.46,8.56
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.52,11.45
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.12,12.17
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.86,16.46
Snickers,Mars,Chocolate,Sweet,No,9.89,9.03
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.74,13.44
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.93,13.98
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.81,8.36
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.7,7.75
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.2,8.9
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.44,13.51
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.83,9.18
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,15.33,12.92
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.5,7.47
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.97,14.1
Snickers,Mars,Chocolate,Sweet,No,6.79,5.9
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.4,8.77
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.0,9.04
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,17.52,14.76
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.62,10.86
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.73,16.75
Snickers,Mars,Chocolate,Sweet,No,11.89,11.09
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.81,7.52
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.44,13.79
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.79,15.42
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.6,13.32
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.89,9.07
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.91,7.99
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.43,6.66
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.86,16.11
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.15,8.61
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.61,12.49
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,13.62,14.41
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.38,12.62
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.25,16.49
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.24,6.96
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.81,10.22
Snickers,Mars,Chocolate,Sweet,No,12.42,11.49
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.97,6.29
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,7.48,8.41
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.79,15.62
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.13,8.84
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,7.8,8.64
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.83,7.97
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.73,7.64
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.29,9.21
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.41,7.42
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.34,14.34
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.81,6.64
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.21,11.13
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.85,9.14
Snickers,Mars,Chocolate,Sweet,No,9.91,9.09
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.44,12.1
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.85,7.24
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.68,6.3
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.96,7.58
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.79,19.55
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.43,16.02
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.01,6.55
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.47,5.36
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.82,14.6
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.3,12.58
Snickers,Mars,Chocolate,Sweet,No,6.83,6.36
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.29,14.55
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.13,10.25
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.67,15.99
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.24,14.95
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.16,11.87
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.97,16.5
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.73,12.4
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.34,9.45
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,8.7,10.68
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.14,9.12
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.3,9.09
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.61,10.38
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.13,8.64
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.05,9.65
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.13,5.28
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,15.11,13.85
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,17.06,21.03
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.65,11.08
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.61,8.65
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.23,9.82
Snickers,Mars,Chocolate,Sweet,No,9.87,9.1
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.97,8.97
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.17,16.66
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.82,13.37
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.08,13.88
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.09,13.4
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.36,9.31
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.12,8.21
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,14.75,12.74
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.04,10.71
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.0,12.96
Snickers,Mars,Chocolate,Sweet,No,11.32,10.74
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.47,8.63
Snickers,Mars,Chocolate,Sweet,No,12.69,11.74
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.39,9.97
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.0,4.58
Snickers,Mars,Chocolate,Sweet,No,8.45,6.99
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.23,12.08
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.12,9.21
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.22,7.13
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.23,15.7
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.43,19.51
Snickers,Mars,Chocolate,Sweet,No,13.83,12.83
Snickers,Mars,Chocolate,Sweet,No,11.63,11.01
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.58,15.7
Snickers,Mars,Chocolate,Sweet,No,12.14,10.86
Snickers,Mars,Chocolate,Sweet,No,11.04,10.29
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.14,5.5
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.23,5.44
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.91,9.16
Snickers,Mars,Chocolate,Sweet,No,9.57,8.79
Snickers,Mars,Chocolate,Sweet,No,13.96,13.34
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.63,12.31
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.5,8.99
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.73,14.88
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.39,14.29
Snickers,Mars,Chocolate,Sweet,No,8.26,7.01
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.35,8.68
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.25,9.59
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.84,8.83
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.39,10.65
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.41,16.12
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.77,14.19
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.6,16.08
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,4.66,3.95
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.05,13.92
Snickers,Mars,Chocolate,Sweet,No,12.14,10.98
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.43,13.37
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.74,16.23
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.04,12.74
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.22,10.97
Snickers,Mars,Chocolate,Sweet,No,11.87,10.01
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.97,12.31
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.13,16.07
Snickers,Mars,Chocolate,Sweet,No,12.4,11.75
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.79,10.25
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.41,18.32
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.61,12.31
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.54,6.59
Snickers,Mars,Chocolate,Sweet,No,15.72,14.14
Snickers,Mars,Chocolate,Sweet,No,12.05,10.92
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,7.77,5.7
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.87,11.39
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.46,10.1
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.16,12.65
Snickers,Mars,Chocolate,Sweet,No,11.1,10.2
Snickers,Mars,Chocolate,Sweet,No,9.64,8.98
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.68,5.15
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.14,10.64
Snickers,Mars,Chocolate,Sweet,No,9.32,8.46
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,16.44,20.29
Snickers,Mars,Chocolate,Sweet,No,12.15,11.27
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.35,12.25
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.21,18.79
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,17.39,24.6
Snickers,Mars,Chocolate,Sweet,No,9.11,7.6
Snickers,Mars,Chocolate,Sweet,No,11.67,10.16
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.61,16.6
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,16.41,21.67
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.9,7.9
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.36,15.81
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.52,13.01
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.18,6.8
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.33,12.11
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,7.08,8.6
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.19,6.68
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.69,13.1
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.09,7.58
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.36,7.14
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.95,7.69
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,7.93,9.59
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,7.48,7.07
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.2,11.25
Snickers,Mars,Chocolate,Sweet,No,12.1,10.66
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.57,12.56
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.87,16.62
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.65,8.91
Snickers,Mars,Chocolate,Sweet,No,11.33,10.6
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.61,13.57
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.49,14.66
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,6.89,8.92
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.31,14.34
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.11,15.08
Snickers,Mars,Chocolate,Sweet,No,12.4,10.75
Snickers,Mars,Chocolate,Sweet,No,11.33,10.33
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.53,9.72
Snickers,Mars,Chocolate,Sweet,No,9.02,7.88
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.93,10.7
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.09,10.44
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.27,8.62
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.26,8.22
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.24,15.78
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.9,10.69
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.35,7.39
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.43,8.03
Snickers,Mars,Chocolate,Sweet,No,13.8,12.55
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.26,8.61
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.98,16.8
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.73,11.83
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.18,11.11
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.76,14.7
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.73,12.58
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.02,10.96
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.24,4.75
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.55,9.17
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,9.7,8.54
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.63,10.56
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.12,16.98
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,15.58,20.74
Snickers,Mars,Chocolate,Sweet,No,10.66,9.62
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.28,13.69
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.44,9.33
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.07,7.77
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.37,14.09
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.13,6.83
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.86,7.61
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.58,10.31
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,16.62,18.79
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.09,7.1
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.1,12.28
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.74,15.01
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.96,9.77
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.38,7.99
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.51,9.61
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,14.42,13.7
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.84,12.44
Snickers,Mars,Chocolate,Sweet,No,7.96,6.76
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.64,10.95
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.15,11.47
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.98,15.76
Snickers,Mars,Chocolate,Sweet,No,9.23,8.97
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.12,15.04
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.06,13.47
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.92,8.48
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.89,17.83
Snickers,Mars,Chocolate,Sweet,No,9.82,9.07
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.75,10.28
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.97,7.72
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.14,12.21
Snickers,Mars,Chocolate,Sweet,No,10.51,9.06
Snickers,Mars,Chocolate,Sweet,No,14.0,13.14
Snickers,Mars,Chocolate,Sweet,No,9.23,8.18
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.88,12.15
Snickers,Mars,Chocolate,Sweet,No,8.46,7.47
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.95,8.91
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.01,12.9
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.85,14.75
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.17,15.13
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.34,5.65
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.92,5.85
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.95,9.6
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,9.56,8.56
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,13.85,10.75
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.88,14.75
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,6.15,6.14
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,6.69,5.1
Snickers,Mars,Chocolate,Sweet,No,10.85,9.37
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,7.86,11.37
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.35,11.32
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.37,15.57
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.39,10.03
Snickers,Mars,Chocolate,Sweet,No,6.29,5.72
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.04,7.39
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.78,10.0
Snickers,Mars,Chocolate,Sweet,No,8.65,8.0
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.23,16.58
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.18,5.87
Snickers,Mars,Chocolate,Sweet,No,10.34,9.28
Snickers,Mars,Chocolate,Sweet,No,12.35,10.32
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.06,8.62
Snickers,Mars,Chocolate,Sweet,No,11.63,10.95
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,7.05,6.01
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,14.8,12.87
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.44,12.78
Snickers,Mars,Chocolate,Sweet,No,11.56,10.73
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.19,9.92
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,10.88,9.81
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.88,17.45
Snickers,Mars,Chocolate,Sweet,No,6.94,6.39
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.28,12.44
Snickers,Mars,Chocolate,Sweet,No,12.3,10.98
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.27,6.8
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.83,20.61
Snickers,Mars,Chocolate,Sweet,No,9.08,8.46
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.25,9.0
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.65,9.66
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.78,16.59
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,5.79,7.17
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.9,8.81
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.41,15.72
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,14.84,17.59
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.26,5.2
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.78,8.3
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,6.24,5.26
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,9.3,7.75
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.83,10.25
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.76,14.8
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.76,10.93
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,10.65,14.91
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.78,14.07
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,13.37,16.73
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.9,10.2
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,12.29,12.7
Snickers,Mars,Chocolate,Sweet,No,13.65,12.62
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.59,6.93
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.79,6.45
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.87,12.58
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.74,9.4
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,8.68,8.08
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.19,6.85
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,12.47,14.89
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,7.91,6.91
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,9.27,11.65
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.69,5.27
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,12.73,9.74
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,12.25,9.81
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.13,17.21
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,8.22,11.5
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,16.12,20.16
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.55,16.19
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.13,8.46
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,5.52,4.82
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.26,15.72
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,7.9,7.1
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,11.81,10.64
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.25,13.12
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,8.96,6.87
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.65,12.97
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,9.77,12.99
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,11.35,15.28
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,3.99,4.0
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,13.29,11.23
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,10.77,11.19
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,12.81,17.0
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.58,17.65
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,15.81,13.57
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,11.63,10.46
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,9.8,9.14
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,5.97,7.65
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,8.42,8.48
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.12,18.71
Walkers Ready Salted,Walkers,Crisps,Savory,Yes,10.54,9.73
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,11.66,11.38
Snickers,Mars,Chocolate,Sweet,No,13.3,12.03
Snickers,Mars,Chocolate,Sweet,No,8.79,7.31
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.33,12.82
Nakd Cocoa Orange Bar,Nakd,Snack Bar,Sweet,Yes,7.24,6.92
Snickers,Mars,Chocolate,Sweet,No,12.04,11.5
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,11.79,14.17
Cadbury Dairy Milk,Cadbury,Chocolate,Sweet,No,13.98,21.03
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,10.97,13.83
McVitie's Digestives Original,McVitie's,Biscuits,Sweet,No,8.85,10.27
Snickers,Mars,Chocolate,Sweet,No,9.03,7.99
Hula Hoops Original,KP Snacks,Crisps,Savory,Yes,11.92,12.44
Walkers Cheese & Onion,Walkers,Crisps,Savory,No,8.93,7.71
